ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,time_recorded,result,party_abbreviation,party_name,title,firstname,surname,middlenames,mnis_id,date_of_birth,gender,reelected_mp,former_mp
E14000641,E12000001,City Of Durham,Durham,North East,England,County,2019-12-14 15:30:55.730319,Lab hold,Lab,Labour,,Mary,Foy,Kelly,,,Female,No,No
E14000642,E12000006,Clacton,Essex,East,England,County,2019-12-14 15:16:21.469148,Con hold,Con,Conservative,"",Giles,Watling,Francis,4677,1953-02-18,Male,Yes,Yes
E14000643,E12000003,Cleethorpes,Humberside,Yorkshire and The Humber,England,County,2019-12-17 12:10:12.518707,Con hold,Con,Conservative,"",Martin,Vickers,John,3957,1950-09-13,Male,Yes,Yes
W07000062,W92000004,Clwyd South,Clwyd,Wales,Wales,County,2019-12-14 16:14:05.030616,Con gain from Lab,Con,Conservative,,Simon,Baynes,Robert Maurice,,1960-04-21,Male,No,No
W07000059,W92000004,Clwyd West,Clwyd,Wales,Wales,County,2019-12-14 16:16:05.884521,Con hold,Con,Conservative,Mr,David,Jones,Ian,1502,1952-03-22,Male,Yes,Yes
S14000011,S92000003,"Coatbridge, Chryston and Bellshill",Scotland,Scotland,Scotland,Borough,2019-12-16 12:22:48.726134,SNP gain from Lab,SNP,Scottish National Party,,Steven,Bonnar,"",,,Male,No,No
E14000644,E12000006,Colchester,Essex,East,England,Borough,2019-12-17 10:22:46.624935,Con hold,Con,Conservative,,Will,Quince,James,4423,1982-12-27,Male,Yes,Yes
E14000645,E12000003,Colne Valley,West Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 15:31:24.451251,Con gain from Lab,Con,Conservative,,Jason,McCartney,Alexander,3953,1968-01-29,Male,No,Yes
E14000646,E12000002,Congleton,Cheshire,North West,England,County,2019-12-16 16:49:14.173724,Con hold,Con,Conservative,"",Fiona,Bruce,Claire,3958,1957-03-26,Female,Yes,Yes
E14000647,E12000002,Copeland,Cumbria,North West,England,County,2019-12-14 15:38:21.164542,Con hold,Con,Conservative,"",Trudy,Harrison,Lynne,4593,1976-04-19,Female,Yes,Yes
E14000648,E12000004,Corby,Northamptonshire,East Midlands,England,County,2019-12-16 13:11:29.503315,Con hold,Con,Conservative,,Tom,Pursglove,Christopher John,4369,1988-11-05,Male,Yes,Yes
E14000649,E12000005,Coventry North East,West Midlands,West Midlands,England,Borough,2019-12-17 11:40:48.901998,Lab hold,Lab,Labour,"",Colleen,Fletcher,Margaret,4378,1954-11-23,Female,Yes,Yes
E14000650,E12000005,Coventry North West,West Midlands,West Midlands,England,Borough,2019-12-17 11:54:03.025191,Lab hold,Lab,Labour,,Taiwo,Owatemi,"",,,Female,No,No
E14000651,E12000005,Coventry South,West Midlands,West Midlands,England,Borough,2019-12-17 12:05:50.932509,Lab hold,Lab,Labour,,Zarah,Sultana,"",,,Female,No,No
E14000652,E12000008,Crawley,West Sussex,South East,England,Borough,2019-12-14 14:41:49.186715,Con hold,Con,Conservative,"",Henry,Smith,Edward Millar,3960,1969-05-14,Male,Yes,Yes
E14000653,E12000002,Crewe and Nantwich,Cheshire,North West,England,County,2019-12-16 17:12:35.885127,Con gain from Lab,Con,Conservative,Dr,Kieran,Mullan,John,,,Male,No,No
E14000654,E12000007,Croydon Central,London,London,England,Borough,2019-12-17 12:39:48.093298,Lab hold,Lab,Labour,"",Sarah,Jones,Ann,4631,1972-12-20,Female,Yes,Yes
E14000655,E12000007,Croydon North,London,London,England,Borough,2019-12-17 12:40:56.941598,Lab hold,Lab,Labour and Co-operative,Mr,Steve,Reed,Mark Ward,4268,1963-11-12,Male,Yes,Yes
E14000656,E12000007,Croydon South,London,London,England,Borough,2019-12-17 12:41:59.04824,Con hold,Con,Conservative,"",Chris,Philp,Ian Brian Mynott,4503,1976-07-06,Male,Yes,Yes
S14000012,S92000003,"Cumbernauld, Kilsyth and Kirkintilloch East",Scotland,Scotland,Scotland,County,2019-12-16 12:23:52.666093,SNP hold,SNP,Scottish National Party,,Stuart C.,McDonald,Campbell,4393,1978-05-02,Male,Yes,Yes
W07000070,W92000004,Cynon Valley,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-16 12:24:36.130489,Lab hold,Lab,Labour,,Beth,Winter,"",,,Female,No,No
E14000657,E12000007,Dagenham and Rainham,London,London,England,Borough,2019-12-14 16:28:03.264196,Lab hold,Lab,Labour,,Jon,Cruddas,"",1406,1962-04-07,Male,Yes,Yes
E14000658,E12000001,Darlington,Durham,North East,England,Borough,2019-12-14 15:38:37.136536,Con gain from Lab,Con,Conservative,,Peter,Gibson,Alexander,,,Male,No,No
E14000659,E12000008,Dartford,Kent,South East,England,County,2019-12-14 14:42:42.933218,Con hold,Con,Conservative,"",Gareth,Johnson,Alan,3970,1969-10-12,Male,Yes,Yes
E14000660,E12000004,Daventry,Northamptonshire,East Midlands,England,County,2019-12-14 16:32:17.667078,Con hold,Con,Conservative,,Chris,Heaton-Harris,"",3977,1967-11-28,Male,Yes,Yes
W07000042,W92000004,Delyn,Clwyd,Wales,Wales,County,2019-12-16 12:25:03.058385,Con gain from Lab,Con,Conservative,,Rob,Roberts,"",,,Male,No,No
E14000661,E12000002,Denton and Reddish,Greater Manchester,North West,England,Borough,2019-12-14 15:39:57.390941,Lab hold,Lab,Labour,"",Andrew,Gwynne,John,1506,1974-06-04,Male,Yes,Yes
E14000662,E12000004,Derby North,Derbyshire,East Midlands,England,Borough,2019-12-18 11:43:59.40106,Con gain from Lab,Con,Conservative,,Amanda,Solloway,"",4372,1961-06-06,Female,No,Yes
E14000664,E12000004,Derbyshire Dales,Derbyshire,East Midlands,England,County,2019-12-14 16:33:35.181002,Con hold,Con,Conservative,,Sarah,Dines,Elizabeth,,,Female,No,No
E14000663,E12000004,Derby South,Derbyshire,East Midlands,England,Borough,2019-12-16 12:29:06.57798,Lab hold,Lab,Labour,,Margaret,Beckett,Mary,328,1943-01-15,Female,Yes,Yes
E14000665,E12000009,Devizes,Wiltshire,South West,England,County,2019-12-17 11:13:35.313923,Con hold,Con,Conservative,,Danny,Kruger,"",,,Male,No,No
E14000666,E12000003,Dewsbury,West Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 15:32:34.744937,Con gain from Lab,Con,Conservative,,Mark,Eastwood,Simon,,,Male,No,No
E14000668,E12000003,Doncaster Central,South Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 15:35:49.401042,Lab hold,Lab,Labour,Dame,Rosie,Winterton,"",390,1958-08-10,Female,Yes,Yes
E14000669,E12000003,Doncaster North,South Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 15:37:08.725016,Lab hold,Lab,Labour,,Edward,Miliband,Samuel,1510,1969-12-24,Male,Yes,Yes
E14000667,E12000003,Don Valley,South Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 15:38:11.031732,Con gain from Lab,Con,Conservative,,Nick,Fletcher,"",,,Male,No,No
E14000670,E12000008,Dover,Kent,South East,England,County,2019-12-14 14:43:36.55022,Con hold,Con,Conservative,,Natalie,Elphicke,Cecilia,,,Female,No,No
E14000671,E12000005,Dudley North,West Midlands,West Midlands,England,Borough,2019-12-17 12:27:48.346967,Con gain from Lab,Con,Conservative,,Marco,Longhi,"",,,Male,No,No
E14000672,E12000005,Dudley South,West Midlands,West Midlands,England,Borough,2019-12-17 12:29:29.615015,Con hold,Con,Conservative,,Mike,Wood,Jon,4384,1976-03-17,Male,Yes,Yes
E14000673,E12000007,Dulwich and West Norwood,London,London,England,Borough,2019-12-16 12:31:01.952014,Lab hold,Lab,Labour,"",Helen,Hayes,Elizabeth,4510,1974-08-08,Female,Yes,Yes
S14000013,S92000003,Dumfries and Galloway,Scotland,Scotland,Scotland,County,2019-12-14 16:02:02.351637,Con hold,Con,Conservative,"",Alister,Jack,William,4619,1963-07-07,Male,Yes,Yes
S14000014,S92000003,"Dumfriesshire, Clydesdale and Tweeddale",Scotland,Scotland,Scotland,County,2019-12-14 16:07:09.358845,Con hold,Con,Conservative,,David,Mundell,Gordon,1512,1962-05-27,Male,Yes,Yes
S14000015,S92000003,Dundee East,Scotland,Scotland,Scotland,Borough,2019-12-14 16:09:27.40978,SNP hold,SNP,Scottish National Party,"",Stewart,Hosie,"",1514,1963-01-03,Male,Yes,Yes
S14000016,S92000003,Dundee West,Scotland,Scotland,Scotland,Borough,2019-12-14 16:11:43.30335,SNP hold,SNP,Scottish National Party,,Chris,Law,Murray Alexander,4403,1969-10-21,Male,Yes,Yes
S14000017,S92000003,Dunfermline and West Fife,Scotland,Scotland,Scotland,County,2019-12-16 14:28:54.566674,SNP hold,SNP,Scottish National Party,"",Douglas,Chapman,"",4402,1955-01-05,Male,Yes,Yes
W07000061,W92000004,Dwyfor Meirionnydd,Gwynedd,Wales,Wales,County,2019-12-16 15:14:39.144223,PC hold,PC,Plaid Cymru,,Liz,Saville Roberts,"",4521,1964-12-16,Female,Yes,Yes
E14000674,E12000007,Ealing Central and Acton,London,London,England,Borough,2019-12-16 14:03:35.65471,Lab hold,Lab,Labour,Dr,Rupa,Huq,Asha,4511,1972-03-02,Female,Yes,Yes
E14000675,E12000007,Ealing North,London,London,England,Borough,2019-12-16 14:09:22.29291,Lab hold,Lab,Labour and Co-operative,,James,Murray,Stewart,,,Male,No,No
E14000676,E12000007,"Ealing, Southall",London,London,England,Borough,2019-12-16 14:08:17.364777,Lab hold,Lab,Labour,Mr,Virendra,Sharma,Kumar,1604,1947-04-05,Male,Yes,Yes
E14000677,E12000001,Easington,Durham,North East,England,County,2019-12-14 15:39:21.737906,Lab hold,Lab,Labour,"",Grahame,Morris,Mark,3973,1961-03-13,Male,Yes,Yes
N06000005,N92000002,East Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:07:07.719852,DUP hold,DUP,Democratic Unionist Party,,Sammy,Wilson,"",1593,1953-04-04,Male,Yes,Yes
E14000684,E12000008,Eastbourne,East Sussex,South East,England,Borough,2019-12-16 12:51:01.803236,Con gain from LD,Con,Conservative,,Caroline,Ansell,Julie Porte,4512,1971-01-12,Female,No,Yes
E14000678,E12000009,East Devon,Devon,South West,England,County,2019-12-16 12:48:16.17609,Con hold,Con,Conservative,,Simon,Jupp,"",,,Male,No,No
S14000018,S92000003,East Dunbartonshire,Scotland,Scotland,Scotland,County,2019-12-14 16:15:05.303771,SNP gain from LD,SNP,Scottish National Party,,Amy,Callaghan,"",,,Female,No,No
E14000679,E12000007,East Ham,London,London,England,Borough,2019-12-16 15:19:05.229978,Lab hold,Lab,Labour,"",Stephen,Timms,Creswell,163,1955-07-29,Male,Yes,Yes
E14000680,E12000008,East Hampshire,Hampshire,South East,England,County,2019-12-14 14:47:55.310835,Con hold,Con,Conservative,"",Damian,Hinds,Patrick George,3969,1969-11-27,Male,Yes,Yes
S14000019,S92000003,"East Kilbride, Strathaven and Lesmahagow",Scotland,Scotland,Scotland,County,2019-12-14 16:18:29.51558,SNP hold,SNP,Scottish National Party,Dr,Lisa,Cameron,"",4412,1972-04-08,Female,Yes,Yes
E14000685,E12000008,Eastleigh,Hampshire,South East,England,Borough,2019-12-14 14:49:56.726933,Con hold,Con,Conservative,,Paul,Holmes,John,,,Male,No,No
N06000006,N92000002,East Londonderry,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:08:12.584961,DUP hold,DUP,Democratic Unionist Party,Mr,Gregory,Campbell,Lloyd,1409,1953-02-15,Male,Yes,Yes
S14000020,S92000003,East Lothian,Scotland,Scotland,Scotland,County,2019-12-14 16:20:42.670091,SNP gain from Lab,SNP,Scottish National Party,,Kenny,MacAskill,Wright,,1958-04-28,Male,No,No
S14000021,S92000003,East Renfrewshire,Scotland,Scotland,Scotland,County,2019-12-14 16:22:05.18875,SNP gain from Con,SNP,Scottish National Party,,Kirsten,Oswald,Frances,4413,1972-12-21,Female,No,Yes
E14000681,E12000008,East Surrey,Surrey,South East,England,County,2019-12-16 12:51:20.662591,Con hold,Con,Conservative,,Claire,Coutinho,Coryl Julia,,,Female,No,No
E14000682,E12000008,East Worthing and Shoreham,West Sussex,South East,England,County,2019-12-14 14:50:53.748779,Con hold,Con,Conservative,,Tim,Loughton,Paul,114,1962-05-30,Male,Yes,Yes
E14000683,E12000003,East Yorkshire,Humberside,Yorkshire and The Humber,England,County,2019-12-14 15:39:32.573404,Con hold,Con,Conservative,Sir,Greg,Knight,"",1200,1949-04-04,Male,Yes,Yes
E14000686,E12000002,Eddisbury,Cheshire,North West,England,County,2019-12-16 15:50:20.498517,Con hold,Con,Conservative,,Edward,Timpson,"",1605,1973-12-26,Male,No,Yes
S14000022,S92000003,Edinburgh East,Scotland,Scotland,Scotland,Borough,2019-12-14 16:28:09.462003,SNP hold,SNP,Scottish National Party,,Tommy,Sheppard,"",4453,1959-03-06,Male,Yes,Yes
S14000023,S92000003,Edinburgh North and Leith,Scotland,Scotland,Scotland,Borough,2019-12-14 16:30:01.062868,SNP hold,SNP,Scottish National Party,"",Deidre,Brock,Leanne,4417,1961-12-08,Female,Yes,Yes
S14000024,S92000003,Edinburgh South,Scotland,Scotland,Scotland,Borough,2019-12-14 16:32:50.942902,Lab hold,Lab,Labour,"",Ian,Murray,"",3966,1976-08-10,Male,Yes,Yes
S14000025,S92000003,Edinburgh South West,Scotland,Scotland,Scotland,Borough,2019-12-14 16:34:12.450704,SNP hold,SNP,Scottish National Party,"",Joanna,Cherry,Catherine,4419,1966-03-18,Female,Yes,Yes
S14000026,S92000003,Edinburgh West,Scotland,Scotland,Scotland,Borough,2019-12-14 16:32:54.191003,LD hold,LD,Liberal Democrat,"",Christine,Jardine,Anne,4634,1960-11-24,Female,Yes,Yes
E14000687,E12000007,Edmonton,London,London,England,Borough,2019-12-16 15:37:18.926147,Lab hold,Lab,Labour and Co-operative,"",Kate,Osamor,Ofunne,4515,1968-08-15,Female,Yes,Yes
E14000688,E12000002,Ellesmere Port and Neston,Cheshire,North West,England,County,2019-12-16 15:52:52.72586,Lab hold,Lab,Labour,"",Justin,Madders,Piers Richard,4418,1972-11-22,Male,Yes,Yes
E14000689,E12000003,Elmet and Rothwell,West Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 15:40:31.602872,Con hold,Con,Conservative,,Alec,Shelbrooke,Edward,3997,1976-01-10,Male,Yes,Yes
E14000690,E12000007,Eltham,London,London,England,Borough,2019-12-16 16:09:03.804252,Lab hold,Lab,Labour,"",Clive,Efford,Stanley,165,1958-07-10,Male,Yes,Yes
E14000691,E12000007,Enfield North,London,London,England,Borough,2019-12-16 15:34:34.13913,Lab hold,Lab,Labour,,Feryal,Clark,Demirci,,,Female,No,No
E14000692,E12000007,"Enfield, Southgate",London,London,England,Borough,2019-12-16 15:38:48.522739,Lab hold,Lab,Labour,,Bambos,Charalambous,"",4610,1967-12-02,Male,Yes,Yes
E14000693,E12000006,Epping Forest,Essex,East,England,County,2019-12-14 15:18:09.234809,Con hold,Con,Conservative,Mrs,Eleanor,Laing,Fulton,36,1958-02-01,Female,Yes,Yes
E14000694,E12000008,Epsom and Ewell,Surrey,South East,England,Borough,2019-12-14 15:56:55.968917,Con hold,Con,Conservative,,Chris,Grayling,Stephen,1413,1962-04-01,Male,Yes,Yes
E14000695,E12000004,Erewash,Derbyshire,East Midlands,England,County,2019-12-16 12:49:23.014933,Con hold,Con,Conservative,,Maggie,Throup,Ann,4447,1957-01-27,Female,Yes,Yes
E14000696,E12000007,Erith and Thamesmead,London,London,England,Borough,2019-12-16 14:54:45.437468,Lab hold,Lab,Labour,,Abena,Oppong-Asare,"",,,Female,No,No
E14000697,E12000008,Esher and Walton,Surrey,South East,England,Borough,2019-12-14 15:53:14.258905,Con hold,Con,Conservative,,Dominic,Raab,Rennie,4007,1974-02-25,Male,Yes,Yes
E14000698,E12000009,Exeter,Devon,South West,England,Borough,2019-12-14 16:32:24.178955,Lab hold,Lab,Labour,Mr,Ben,Bradshaw,Peter James,230,1960-08-30,Male,Yes,Yes
S14000028,S92000003,Falkirk,Scotland,Scotland,Scotland,County,2019-12-16 12:49:58.649557,SNP hold,SNP,Scottish National Party,,John,McNally,"",4424,1951-02-01,Male,Yes,Yes
E14000699,E12000008,Fareham,Hampshire,South East,England,County,2019-12-16 12:50:47.803566,Con hold,Con,Conservative,,Suella,Braverman,Cassiana,4475,1980-04-03,Female,Yes,Yes
E14000700,E12000008,Faversham and Mid Kent,Kent,South East,England,County,2019-12-16 12:51:32.947903,Con hold,Con,Conservative,,Helen,Whately,Olivia Bicknell,4527,1976-06-23,Female,Yes,Yes
E14000701,E12000007,Feltham and Heston,London,London,England,Borough,2019-12-14 16:29:33.111728,Lab hold,Lab,Labour and Co-operative,,Seema,Malhotra,"",4253,1970-08-07,Female,Yes,Yes
N06000007,N92000002,Fermanagh and South Tyrone,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:09:17.638182,SF hold,SF,Sinn Fein,,Michelle,Gildernew,"",1416,1970-03-28,Female,Yes,Yes
E14000702,E12000009,Filton and Bradley Stoke,Avon,South West,England,County,2019-12-14 16:31:33.564221,Con hold,Con,Conservative,,Jack,Lopresti,"",3989,1969-08-23,Male,Yes,Yes
E14000703,E12000007,Finchley and Golders Green,London,London,England,Borough,2019-12-17 11:54:51.403568,Con hold,Con,Conservative,,Mike,Freer,Whitney,4004,1960-05-29,Male,Yes,Yes
E14000704,E12000008,Folkestone and Hythe,Kent,South East,England,County,2019-12-14 15:47:33.814523,Con hold,Con,Conservative,,Damian,Collins,Noel Thomas,3986,1974-02-04,Male,Yes,Yes
E14000705,E12000009,Forest Of Dean,Gloucestershire,South West,England,County,2019-12-14 16:30:24.490981,Con hold,Con,Conservative,Mr,Mark,Harper,"",1520,1970-02-26,Male,Yes,Yes
N06000008,N92000002,Foyle,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:10:25.170587,SDLP gain from SF,SDLP,Social Democratic and Labour Party,,Colum,Eastwood,"",,1983-04-30,Male,No,No
E14000706,E12000002,Fylde,Lancashire,North West,England,County,2019-12-17 12:22:23.041679,Con hold,Con,Conservative,,Mark,Menzies,Andrew,3998,1971-05-18,Male,Yes,Yes
E14000707,E12000004,Gainsborough,Lincolnshire,East Midlands,England,County,2019-12-14 16:34:24.773257,Con hold,Con,Conservative,Sir,Edward,Leigh,Julian Egerton,345,1950-07-20,Male,Yes,Yes
E14000708,E12000002,Garston and Halewood,Merseyside,North West,England,Borough,2019-12-16 17:14:14.480899,Lab hold,Lab,Labour,"",Maria,Eagle,"",483,1961-02-17,Female,Yes,Yes
E14000709,E12000001,Gateshead,Tyne and Wear,North East,England,Borough,2019-12-16 12:52:16.839978,Lab hold,Lab,Labour,,Ian,Mearns,"",4000,1957-04-21,Male,Yes,Yes
E14000710,E12000004,Gedling,Nottinghamshire,East Midlands,England,County,2020-01-23 11:24:19.3429,Con gain from Lab,Con,Conservative,,Tom,Randall,"",,,Male,No,No
E14000711,E12000008,Gillingham and Rainham,Kent,South East,England,Borough,2019-12-14 15:45:50.915309,Con hold,Con,Conservative,,Rehman,Chishti,"",3987,1978-10-04,Male,Yes,Yes
S14000029,S92000003,Glasgow Central,Scotland,Scotland,Scotland,Borough,2019-12-16 12:56:38.045445,SNP hold,SNP,Scottish National Party,"",Alison,Thewliss,Emily,4430,1982-09-13,Female,Yes,Yes
S14000030,S92000003,Glasgow East,Scotland,Scotland,Scotland,Borough,2019-12-16 12:58:32.168729,SNP hold,SNP,Scottish National Party,"",David,Linden,Melvyn,4640,1990-05-14,Male,Yes,Yes
S14000031,S92000003,Glasgow North,Scotland,Scotland,Scotland,Borough,2019-12-16 12:59:08.82819,SNP hold,SNP,Scottish National Party,"",Patrick,Grady,John,4432,1980-02-05,Male,Yes,Yes
S14000032,S92000003,Glasgow North East,Scotland,Scotland,Scotland,Borough,2019-12-16 12:59:44.265826,SNP gain from Lab Coop,SNP,Scottish National Party,,Anne,McLaughlin,"",4437,1966-03-08,Female,No,Yes
S14000033,S92000003,Glasgow North West,Scotland,Scotland,Scotland,Borough,2019-12-16 13:00:17.621168,SNP hold,SNP,Scottish National Party,"",Carol,Monaghan,Frances,4443,1972-08-02,Female,Yes,Yes
S14000034,S92000003,Glasgow South,Scotland,Scotland,Scotland,Borough,2019-12-16 13:00:49.749063,SNP hold,SNP,Scottish National Party,,Stewart Malcolm,McDonald,"",4461,1986-08-24,Male,Yes,Yes
S14000035,S92000003,Glasgow South West,Scotland,Scotland,Scotland,Borough,2019-12-16 13:01:40.423118,SNP hold,SNP,Scottish National Party,,Chris,Stephens,Charles,4463,1973-03-20,Male,Yes,Yes
S14000036,S92000003,Glenrothes,Scotland,Scotland,Scotland,County,2019-12-16 14:29:43.183881,SNP hold,SNP,Scottish National Party,"",Peter,Grant,"",4466,,Male,Yes,Yes
E14000712,E12000009,Gloucester,Gloucestershire,South West,England,Borough,2019-12-14 16:25:06.697849,Con hold,Con,Conservative,"",Richard,Graham,"",3990,1958-04-04,Male,Yes,Yes
S14000037,S92000003,Gordon,Scotland,Scotland,Scotland,County,2019-12-14 16:31:54.681757,SNP gain from Con,SNP,Scottish National Party,,Richard,Thomson,Gordon,,,Male,No,No
E14000713,E12000008,Gosport,Hampshire,South East,England,Borough,2019-12-14 15:44:15.165002,Con hold,Con,Conservative,,Caroline,Dinenage,Julia,4008,1971-10-28,Female,Yes,Yes
W07000046,W92000004,Gower,West Glamorgan,Wales,Wales,County,2019-12-16 13:02:12.999545,Lab hold,Lab,Labour,,Tonia,Antoniazzi,Louise,4623,1971-10-05,Female,Yes,Yes
E14000714,E12000004,Grantham and Stamford,Lincolnshire,East Midlands,England,County,2019-12-14 16:46:10.080993,Con hold,Con,Conservative,,Gareth,Davies,Mark,,,Male,No,No
E14000715,E12000008,Gravesham,Kent,South East,England,County,2019-12-16 13:02:47.143578,Con hold,Con,Conservative,,Adam,Holloway,James Harold,1522,1965-07-29,Male,Yes,Yes
E14000716,E12000003,Great Grimsby,Humberside,Yorkshire and The Humber,England,Borough,2019-12-17 12:11:08.978228,Con gain from Lab,Con,Conservative,,Lia,Nici,"",,,Female,No,No
E14000717,E12000006,Great Yarmouth,Norfolk,East,England,County,2019-12-17 10:25:29.543867,Con hold,Con,Conservative,"",Brandon,Lewis,Kenneth,4009,1971-06-20,Male,Yes,Yes
E14000718,E12000007,Greenwich and Woolwich,London,London,England,Borough,2019-12-16 16:07:33.113956,Lab hold,Lab,Labour,,Matthew,Pennycook,Thomas,4520,1982-10-29,Male,Yes,Yes
E14000719,E12000008,Guildford,Surrey,South East,England,County,2019-12-17 10:17:19.650079,Con hold,Con,Conservative,,Angela,Richardson,Joy,,,Female,No,No
E14000720,E12000007,Hackney North and Stoke Newington,London,London,England,Borough,2019-12-16 15:23:37.742198,Lab hold,Lab,Labour,Ms,Diane,Abbott,Julie,172,1953-09-27,Female,Yes,Yes
E14000721,E12000007,Hackney South and Shoreditch,London,London,England,Borough,2019-12-16 15:30:21.780496,Lab hold,Lab,Labour and Co-operative,,Meg,Hillier,Olivia,1524,1969-02-14,Female,Yes,Yes
E14000722,E12000005,Halesowen and Rowley Regis,West Midlands,West Midlands,England,Borough,2019-12-17 12:30:45.089812,Con hold,Con,Conservative,"",James,Morris,"",3992,1967-02-04,Male,Yes,Yes
E14000723,E12000003,Halifax,West Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 15:41:27.222578,Lab hold,Lab,Labour,,Holly,Lynch,Jamie,4472,1986-10-08,Female,Yes,Yes
E14000724,E12000003,Haltemprice and Howden,Humberside,Yorkshire and The Humber,England,County,2019-12-14 15:43:05.951714,Con hold,Con,Conservative,Mr,David,Davis,Michael,373,1948-12-23,Male,Yes,Yes
E14000725,E12000002,Halton,Cheshire,North West,England,County,2019-12-17 10:32:21.257839,Lab hold,Lab,Labour,,Derek,Twigg,"",429,1959-07-09,Male,Yes,Yes
E14000726,E12000007,Hammersmith,London,London,England,Borough,2019-12-14 16:30:54.352167,Lab hold,Lab,Labour,,Andy,Slaughter,Francis,1516,1960-09-29,Male,Yes,Yes
E14000727,E12000007,Hampstead and Kilburn,London,London,England,Borough,2019-12-16 14:14:20.195172,Lab hold,Lab,Labour,,Tulip,Siddiq,Rizwana,4518,1982-09-16,Female,Yes,Yes
E14000728,E12000004,Harborough,Leicestershire,East Midlands,England,County,2019-12-14 16:38:18.738003,Con hold,Con,Conservative,,Neil,O'Brien,John,4679,1978-11-06,Male,Yes,Yes
E14000729,E12000006,Harlow,Essex,East,England,County,2019-12-14 15:21:17.271798,Con hold,Con,Conservative,"",Robert,Halfon,Henry,3985,1969-03-22,Male,Yes,Yes
E14000730,E12000003,Harrogate and Knaresborough,North Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 15:44:07.119855,Con hold,Con,Conservative,"",Andrew,Jones,Hanson,3996,1963-11-28,Male,Yes,Yes
E14000731,E12000007,Harrow East,London,London,England,Borough,2019-12-14 16:32:55.781095,Con hold,Con,Conservative,,Bob,Blackman,John,4005,1956-04-26,Male,Yes,Yes
E14000732,E12000007,Harrow West,London,London,England,Borough,2019-12-14 16:35:16.665725,Lab hold,Lab,Labour and Co-operative,,Gareth,Thomas,"",177,1967-07-15,Male,Yes,Yes
E14000733,E12000001,Hartlepool,Cleveland,North East,England,Borough,2019-12-16 13:03:23.919585,Lab hold,Lab,Labour,,Mike,Hill,Robert,4644,,Male,Yes,Yes
E14000734,E12000006,Harwich and North Essex,Essex,East,England,County,2019-12-17 10:22:22.166428,Con hold,Con,Conservative,Sir,Bernard,Jenkin,Christison,40,1959-04-09,Male,Yes,Yes
E14000735,E12000008,Hastings and Rye,East Sussex,South East,England,County,2019-12-17 11:56:18.444727,Con hold,Con,Conservative,,Sally-Ann,Hart,"",,,Female,No,No
E14000736,E12000008,Havant,Hampshire,South East,England,Borough,2019-12-16 15:37:42.275571,Con hold,Con,Conservative,Mr,Alan,Mak,"",4484,1983-11-19,Male,Yes,Yes
E14000737,E12000007,Hayes and Harlington,London,London,England,Borough,2019-12-14 16:37:22.157674,Lab hold,Lab,Labour,,John,McDonnell,Martin,178,1951-09-08,Male,Yes,Yes
E14000738,E12000002,Hazel Grove,Greater Manchester,North West,England,County,2019-12-14 15:41:14.69438,Con hold,Con,Conservative,"",William,Wragg,Peter,4429,1987-12-11,Male,Yes,Yes
E14000739,E12000006,Hemel Hempstead,Hertfordshire,East,England,County,2019-12-16 15:48:44.667841,Con hold,Con,Conservative,Sir,Mike,Penning,Alan,1528,1957-09-28,Male,Yes,Yes
E14000740,E12000003,Hemsworth,West Yorkshire,Yorkshire and The Humber,England,County,2019-12-16 16:59:26.206205,Lab hold,Lab,Labour,"",Jon,Trickett,Hedley,410,1950-07-02,Male,Yes,Yes
E14000741,E12000007,Hendon,London,London,England,Borough,2019-12-17 11:58:29.077257,Con hold,Con,Conservative,Dr,Matthew,Offord,James,4006,1969-09-03,Male,Yes,Yes
E14000742,E12000008,Henley,Oxfordshire,South East,England,County,2019-12-14 15:37:45.596676,Con hold,Con,Conservative,,John,Howell,Michael,1606,1955-07-27,Male,Yes,Yes
E14000743,E12000005,Hereford and South Herefordshire,Hereford and Worcester,West Midlands,England,County,2019-12-16 13:04:31.885012,Con hold,Con,Conservative,,Jesse,Norman,"",3991,1962-06-23,Male,Yes,Yes
E14000744,E12000006,Hertford and Stortford,Hertfordshire,East,England,County,2019-12-14 15:23:30.148467,Con hold,Con,Conservative,,Julie,Marson,"",,,Female,No,No
E14000745,E12000006,Hertsmere,Hertfordshire,East,England,County,2019-12-16 15:08:58.739317,Con hold,Con,Conservative,"",Oliver,Dowden,James,4441,1978-08-01,Male,Yes,Yes
